id,text,label
7598,C'est le jouet qui peut franchir 10 m pour s'écraser dans cette cible !,-1
6434,J'ai l'impression qu'il faut être ministre pour avoir la parole dans ce débat.,0
3039,Mais il n'y a qu'une équipe des Razorbacks au monde.,0
3236,C'est une honte ! Vous pourriez être son grand-père !,-1
5408,je me retrouve entourée de gamines de 14 ou 15 ans.,0
1161,Vous avez son nom ? Vous avez fait un constat?,0
2668,Je serai dans mon cabinet. Qu'on ne me dérange pas.,1
501,Et maintenant il est sur lui et il le pilonne.,-1
5975,Ca devient de plus en plus dur de braquer les banques.,-1
2984,Nous te remercions de nous avoir amené un nouvel ami.,1
9277,On ne va pas recommencer. C'est un dûner qui m'amuse. Si tu le trouves sinistre... euh...,-1
476,voilà qui dominera le paysage sportif lors de ce week-end.,1
7613,"ce serait du luxe de se faire construire un bâtiment pour ça, non ?",-1
206,mais il nous a donnés à Bonnie. Elle est tellement...,0
9008,"eh bien, tu sais, je dis pas que je le ferai, parce que c'est faux...",0
2318,mais un problème pour payer les mensualités à votre femme.,0
8481,"Je sais qu'il y a quelque chose. Le soir des échecs, j'ai bien vu.",0
735,et laissent leur chatte dégriffée se débrouiller toute seule !,-1
952,Et tu habites au dernier étage ! C'est le meilleur...,1
4022,Mon mari véreux a dû construire ça pour détourner mes richesses.,-1
7910,"Tu veux pas me parler, je te jure que tu vas sentir ta douleur.",-1
5977,je ne sais pas comment ils sont arrivés où ils sont !,0
6056,Tu te rends compte qu'on va se faire 600 K sur ce truc?,0
1174,"Oui, c'est beau, mais c'est loin ! Eh oui !",1
9168,"Je l'ai eu d'un œuf, tu sais. Petite petite chose qu'il était quand il a éclos.",0
8292,Je sais que tu nous as désignés comme contact médical de Michael à I'école.,0
4228,"à moins de tomber sur une troisième guerre mondiale, un iceberg",-1
8176,"Si Messire Godefroy ne réapparaît pas, on t'emmurera vivant dans les oubliettes du château,",-1
1335,"Tu as vu Bruno? Dehors sur sa balançoire, je pense.",0
4148,"qu'il fallait en faire profiter le reste du monde, aussi ?",1
829,Il y a une usine entière dédiée au cheesecake ?,0
3873,"""où tu n'es pas là, et je reste là à pleurer.",-1
5740,"Michael, si Nick et toi alliez discuter dans le living room?",-1
6106,De la même manière qu'ils vous rappellent que vous avez fait "Simple Song".,1
6772,"Pouvez-vous seulement diviser l'âme une fois que? Par exemple, n'est-ce pas sept ...?",-1
4252,"Où es-tu, bon Dieu? Ne sors pas la clé de tir!",-1
9394,"Je me souviens de tes appels pour elles, mes parents n'arrêtaient pas de la mettre en garde.",-1
9326,"Vous pouvez reculer encore un peu, si vous voulez... Vous avez besoin de ce petit ""plus""...",0
8657,"Si on l'a créé pour aimer, on peut penser qu'il sait aussi ha i r.",0
1353,Papa disait qu'ils avaient dû attraper quelquechose pendant le voyage.,0
8738,On n'est plus potes ? Tu me kiffes que quand j'ai de la thune ?,-1
2632,"T'es pas à la hauteur de mes clients, petite merde.",-1
1956,"Navré que notre arrivée vous déplaise, mais j'ai des ordres.",0
5572,"à vos yeux, un type dans mon genre est sans doute...",0
3604,Ralph avançait l'argent des contrats contre 25 % de la société.,-1
3244,Mais le Graal ne doit pas franchir la dalle scellée.,0
4929,dans le croiseur et du matériel de valeur a été saboté.,-1
9070,Je te rappelle que mon loyer est tout de même passé à 1.200 F par mois.,0
7395,"Je t'emmène : 230 au compteur, je suis à Paris dans 4 heures.",0
9231,"Lui, il peut dire Elise ? Ou tu ne le leur as pas encore dit ?",0
3185,Avec ta taille et la couleur de tes yeux. Hmmm.,0
2293,Aha. Si ce n'est pas le Prince des Potions lui-même.,0
1147,C'est une espèce très rare. Il l'a depuis 20 ans.,0
162,Je pourrais dire que j'ai une arme dans ma valise.,0
8419,"Qui de vous, mes braves, est prêt à ligoter cette jeune femme ravissante ?",1
7606,"Ils savent que vous êtes un tendre, c'est pour ça qu'ils ne payent pas.",-1
2673,Parlez-moi. Nous leur montrerons que vous n'êtes pas un mur.,0
3865,"Elle disait qu'elle tait partie chez sa mre,  la campagne.",0
9075,"C'est honteux, je ne suis pas d'accord ! Je ne veux pas trinquer pour vous !",-1
9435,Vous avez vu ? C'est dingue ! On croirait qu'il fait nuit dehors ! C'est surréaliste !,-1
1102,"Pas de cervelle, mais elles savaient qu'on voulait les baiser!",1
8553,"Je ne l'ai pas vu venir. Il a fait comme ça, d'un seul coup !",-1
3983,"Il y a un vol pour Acapulco? Oui, à 14 h.",-1
62,J'ai eu tort de caresser les seins de Mme Miller.,-1
6483,On peut aller dans votre jardin ? 2 de nos petits y sont.,0
1120,Je dois supposer que d'autres Akulas ont anéanti nos forces.,-1
9963,"Oh moi, je veux bien vous aider, mais si vous voulez pas, tant pis. Je ne vais pas me battre. Attendez ! On l'appelle de la part de qui ?",-1
4280,"Je le connais, lui. Qu'est-ce qu'il fout devant chez nous ?",0
3458,J'avais prié toute la journée pour le beau temps le lendemain.,1
7142,T'as couch avec lui au bout de 20 min. Maintenant tu le rappelles.,0
7350,"Un soir, je l'ai amené à la maison et il lui a plu.",1
9867,"Elle hésitait entre revenir ici et faire une très grosse bêtise. J'ai essayé de la convaincre de rentrer, mais... apparemment... Quelle grosse bêtise ?",-1
4701,Un service. Un peu de temps avec toi et les enfants.,1
4342,Ils ont menacé de tout faire cramer si Schaudel n'utilisait pas,-1
1035,Elle ne se soumet pas à tous ses devoirs naturels.,-1
8699,Ne commence pas. J'ai ce truc à faire. Merde ! Où sont mes clés ?,-1
9673,"Je suis désolée d'avoir à te dire ça sur un répondeur. Mais c'est peut-être mieux comme ça... Adieu, Pierre.",1
2717,Des fouines ! Elles ont du flair pour ce travail.,0
1312,mais je pense que Papa voudra te le dire lui-même.,0
2768,Avec votre ami ? Il n'y a qu'un grand lit.,0
2486,"-Un charme peut-il s'user ? -Non, mais il peut faiblir.",1
1642,"Grue, vole haut. Je veux dire bas ! Bas !",-1
5640,Tu te fous de ma gueule ? J'y peux rien !,-1
4004,"C'est encore grâce à moi, si on a retrouvé sa piste.",-1
8187,J'ai perdu toute trace de Messire le Comte par ma grande lâcheté à l'hostellerie.,-1
2968,Lawrence Taylor est le meilleur joueur défensif de la NFL,1
3343,J'ai besoin de toi sur la barge de notre matre.,0
5998,"Priant de tout mon cœur, je suis passé sous la porte du sanctuaire.",1
6374,"ça rime à quoi, vos enfantillages ? Vous pouvez me le dire ?",-1
1336,il a l'habitude d'enseigner aux jeunes comme Gretel et Bruno?,0
8834,"En ce qui me concerne, j'aime mon quartier et je n’ai pas envie de partir.",1
2936,Qui a barbé le bookie de Tête de Brique ?,-1
5900,M. Charles Simms est excusé de toute responsabilité dans cet incident.,1
4221,Vous avez su admirer le paysage en silence. Les intellos m'assomment.,1
1782,"La dernière chose que je veux, c'est finir comme toi.",1
3586,Ceci est la chose la plus noble qu'un jouet puisse faire.,1
2655,"C'est quoi ce bordel ? Rien, fous-moi la paix !",-1
7451,"Vous avez eu le temps de penser à tout ça, pas vrai ?",-1
7323,"Je ne suis allée nulle-part, je n'ai rien fait, sauf venir à Chicago,",-1
579,Avec le travail et avec la vie. Arrête tes conneries!,-1
6318,pour ne pas être trop sévère ni rigide dans l'application de nos lois.,-1
8774,... mais je veux que tu saches que c'est moi qui a découvert votre secret.,0
8534,"La fille est en danger, le chien la sauve du vilain Anglais, on a compris.",1
8149,Vous devez y aller. C'est ce qu'il y a de plus beau au monde.,1
4936,Je vois. ça explique la présence du tigre et du cerf.,0
897,Je n'ai jamais pu savoir laquelle est pour quoi !,-1
7988,"Si je t'ai pas appelée, c'est que, à côté du théâtre, je suis interne.",0
8115,"Et, Noel, on coupe le téléphone, ok ? Ce n'est pas une réunion mondaine.",-1
1537,"Oui, je peux parler français. Qu'est-ce que cette masquerade ?",0
5190,je ferai un bêtisier et je projetterai ça sur grand écran.,0
6967,Le tueur a soigneusement fait des nœuds autour du cou de la victime.,-1
7398,les types au bout des rangées 3 et 4 le voient aussi !,0
6251,Tu vois que c'était marrant. C'est cool quand tu te décoinces un peu.,1
4924,que tu es le plus chic type que j'aie jamais rencontré!,1
2841,"J'ai du mal, avec la morale de la famille américaine...",-1
8824,"Et la prochaine fois que tu lui donnes des ordres, je te casse la gueule.",-1
2134,"Je suis un gagnant, t'es un gagnant. Tu m'écoutes ?",1
5004,Tu sais quoi? Oublie. Je suis sorti avec ta sœur aînée.,0
9687,"Moi, mon truc, c'est de rajouter une petite goutte de bière quand j'ai battu les oeufs... L'adresse, bordel !",-1
7375,"Est-ce que vous m'avez invité à un dûner de cons, M. Brochant ?",0
6256,"Oh, le truc de malade ! Hé, Sonia, je te fais rêver ?",-1
2540,Comment je suis arrivé ici ? Je viens d'où ?,1
5246,C'est ton ambitieux Jonathan qui t'oblige à utiliser cette machine ?,0
5788,"ça fait quoi, de se faire sauver par des piafs ?",1
61,Tu as tes règles ? Tu veux un tampon ?,0
7594,"Aujourd'hui, on a besoin du seul jouet qui peut s'écraser sur l'armoire de Gabby.",0
8602,Tu es sûr que le Tout-Puissant ne m'a pas envoyé pour veiller sur toi ?,-1
6088,Je suis en train de me peler dehors. Tu délires ou quoi ?,-1
7022,je ne suis pas le genre de femme à laisser tomber un enfant.,0
7718,"j'en profite pour te dire merci, car je me suis jamais autant éclaté.",-1
2155,"-J'étais en train de tout balancer à Nestor au téléphone,",0
2958,On va rester longtemps ? Le temps qu'il faut. Ferme-la.,0
2219,Où on va vivre ? On n'a pas de fric.,-1
8977,"Oui, pour ce qui est de l'ouvrage, c'est encore un projet un peu vague, hein.",-1
9409,Elle dit qu'elle se rend compte de ce qu'elle a fait et ce que cela a impliqué.,1
8145,C'est pour ça que les mecs du FBI analysent des trucs et des machins.,0
4770,puis-je vous dire que votre tête a l'air très grosse aujourd'hui.,-1
5684,Grand et fort? II vous faut Très grand et Très fort.,1
8236,"alors que chez toi, il y a eu tes deux oncles, et ton père.",0
6360,"D'accord, Mamina, mais c'est risqué. On n'a qu'à se planquer dans un escalier",-1
12,On se fait une virée en famille. Pour voir mamie.,0
4315,T'es con ou quoi ? On a les flics au cul.,-1
1012,ça ne pourrait pas arriver au bébé d'Abigail aussi ?,-1
9756,"Tu vois, Robbie, le fils de la femme de ménage, son père a mis les voiles il y a 20 ans,",0
4144,"mais crois-moi, ta douleur s'effacera, comme s'est effacée la mienne !",1
4319,"Mais, il est ouf. T'as vu comment elle m'a téma ?",-1
1905,Fais pas comme Frankie et Johnny. Déconne pas avec l'argent.,-1
2234,La putain de finale ! On est venus pour ça.,-1
6667,Ce sont quand même des gros pontes du cinéma avec qui elle traîne,0
8854,"Jean-Pierre, tu tombes hyper bien ! Il faut mettre tout ce foin à la poubelle.",1
9814,"ça n'est donc pas pour acheter les droits du livre que vous téléphonez, mais pour essayer de savoir où est ma femme.",-1
7492,"Alors, tu retournes là d'où tu es venu, pas vrai mon pote ?",-1
8293,"Peu importe où j'étais, ce gosse me trouvait et venait prendre soin de moi.",1
7628,"Et toi, tu es un fardeau pour nous. Tu t'en rends compte, j'espère ?",-1
7942,C'st un film à 70 millions de dollars et Rollie n'en est pas satifait.,-1
1988,"Ne vous inquiétez pas, vous n'aurez plus à me regarder.",1
2878,Il se trouve que j'ai une grosse ardoise chez celui-là.,-1
1270,Il ne m'a même pas jeté un coup d'îil !,-1
7969,"Mère, je ne vous en veux pas parce que vous mettez la barre haut.",0
4886,Il trépignait. On aurait cru que c'était lui qui était nommé.,-1
4023,Je le fais. Un scout Pinecone est toujours partant pour l'aventure.,1
8578,"j'aimerais bien avoir un pénis rien qu'une heure, pour voir ce que ça fait.",0
8823,Un vrai homme ne passe pas la nuit avec une nana sans la toucher !,-1
6641,Tu peux pas refuser à la reine de la fête..,0
8640,"Bourdelle. Héléna Bourdelle, je vous prie. Ach ja, je m'excuse. Je vais vous appeler Boubou.",-1
2640,"Moi aussi, mon cœur. Je pense à toi sans cesse.",1
4392,C'est ton nom? Je savais pas que ça existait ce nom-là.,0
8242,"Si moi j'ai envie de croire que Maybelle est une étoile dans le ciel,",0
1180,"Allez, tiens, c'est pas grave. ça ira mieux après ça.",-1
7706,"On y va, il y a des manèges cools là-bas. Allez, on y va.",1
4965,Ça fait longtemps ? Je ne peux pas parler là.,0
5043,"c'est pas un plaisir, pour moi. Donc si vous voulez pas",-1
7160,"Tu as l'habitude de ne pas avoir besoin, elle est dure à perdre.",-1
8443,"Comme la plupart d'entre vous le savent, je joue ce soir un double rôle.",0
9195,"Seul Dieu peut rescussiter les morts ! Tu as raison, seul Dieu peut rescussiter les morts.",-1
2353,"Si je trouve un mec qui en vaille la peine,",1
6073,Vous voulez dire Nihal et Necla ? Elles étaient là tout à l'heure.,0
717,"Une agente de l'Homme à l'îil vert, je suppose ?",0
9491,Michel Brochant. C'est un parent à vous ? Michel Brochant ? C'est pas impossible. Où habite-t-il ?,-1
3476,"Est-ce que ça fait mal? Tu es un fugueur, n'est-ce pas?",-1
9265,Moi pas. Je me planque parmi eux. Faut que je tienne compte de ce qu'ils pensent.,-1
9184,"Je n'ai pas le début d'une idée d'à quel point ce doit être difficle pour toi,",-1
858,"Si tu n'as pas d'autres obligations, j'aimerais que tu m'accompagnes.",0
2367,Quel est le mot le pire que tu puisses imaginer?,-1
8550,"Tu dois pas la livrer à quelqu'un ? Peut-être, mais tant qu'il la réclame pas...",-1
1088,"Et vous restez là, vieil obstiné, assis sur votre cul",-1
7033,Ma femme disait que je gagnais ma vie grâce à des choses frivoles.,-1
4760,"ça n'a rien à voir avec la Chine, n'est-ce pas ?",-1
6117,Tu n'arrêtes pas de me dire que cette femme est laide et insignifiante.,-1
9457,"Quand j'étais petite, on est parties vivre dans la réserve de Flandreau quand mon père est mort.",-1
5171,"ça n'a rien à voir. On ne parle pas d'honoraires, là.",-1
5698,"Salut, Sean, salut, Leigh Anne, c'est votre cousin Bobby. Bonne année.",1
726,je vais encore te jeter du poivre de Cayenne !,-1
3545,"La dernière fois qu'on les a vus, ils étaient sur l'autoroute.",0
3355,La rbellion sera crase et Skywalker deviendra un des ntres.,-1
658,"Pas de coup de main, alors ? Non, c'est bon.",1
4575,"Exactement ! Meunier, exactement ! Veille au grain. Et au revoir.",1
4724,"Depuis que Catherine utilise de l'huile de tournesol, elle vole vraiment.",1
1220,"Sérieux, j'ai envie de le faire. Fais pas ta flippette.",-1
4804,"C'est l'été, bordel ! j'en fous quoi, des fourrures ?",-1
3288,"M. Professeur, faites très attention, la presse est dehors !",-1
2669,mais je n'ai jamais rencontré un spécimen d'humanité aussi dénaturé.,-1
7184,Tu te rends compte que je viens de perdre 40 000 livres ?,-1
9885,"Excusez-moi, je suis sur l'autre ligne avec mon agent. Je vous rappelle dans une minute, quel est votre numéro ? 01.45. (Oh, non !) 90.56.03.",0
4626,Ma lampe ne marche pas. Je l'ai cognée contre une poutre.,-1
6903,Le meilleur ami de l'homme semble être aussi le meilleur ami du singe.,1
7298,Débrouillez-vous pour qu'il ne s'occupe de rien sinon nou courons un désastre !,-1
2420,Je meurs de faim. à manger ! Vieux fou !,-1
8948,Vous n'avez jamais mené une seule enquête criminelle sur le terrain de toute votre vie.,-1
5539,"Un violon, une basse, une mandoline, une guitare et un banjo.",0
394,Aucun homme ne peut supporter une telle langue de vipère.,-1
2146,Tu te fous de ma gueule ? C'est une horreur.,-1
545,insistent pour que tu écrives tes mémoires. Que dois-je faire?,-1
9118,"ça peut déclencher des choses étranges dans l'esprit d'un homme, sans parler de celui d'une femme.",0
6162,La semaine a été difficile. C'est la moitié de ce que j'ai trouvé.,-1
1064,"Pardon pour tout ce qui s'est passé, c'est ma faute",-1
2320,"Je décris une réalité, où est la violence là-dedans ?",-1
4750,"cinéma, vous êtes un expert du show business, mais vous savez...",0
8430,Ils ont vite pris leurs cliques et leurs claques. ça m'a fait du bien.,1
2125,Tu lui as mis dans le boule ? Tu l'as...,0
5472,Moi ? Je verrai bien si tu te transformes en cul-de-nonne.,-1
2905,Je me fous que ce soit Muhammad ou Bruce Lee...,0
2222,"Je parle de pauvreté, de la cité d'où je viens.",0
8686,Tu l'as en face de toi. C'est un gag ! Je fais minuit-huit heures !,1
4147,"Et elle ne veut pas t'y voir, tu t'en souviens ?",-1
9158,"Elle est partie pour aller aux toilettes, et quand elle est revenue, elle avait le paquet.",0
2149,On pensait qu'on pouvait vous rendre la drogue parce que...,0
6168,J'ai des réflexes aiguisés et je suis un maître dans l'art d'être furtif.,1
9047,"Lui, c'est Alex. Le mec le plus gentil que je connaisse, mais aussi le plus con.",0
635,"-Pourtant, il y en a de beaux. -Oui, c'est vrai.",1
7544,"Si j'ai des ennuis, je m'en prendrai à toi et à la muette.",-1
338,"""je me suis souvenue de votre article 'Fleurs des steppes'.",0
3267,"Alors, vous voyez la tête que vont faire les petits-enfants",0
2387,Je dirais à tout le monde ce que j'ai fait.,0
7428,Je ne veux plus entendre ça. Tu ne peux pas parler comme ça.,-1
3389,"Désarmez les Français ! Il est complètement con, ce type !",-1
5692,C'est pour ça que M. Tuohy n'a pas besoin de travailler?,-1
8513,"Il n'y a que mon ventre qui soit notable. Et encore, il s'est émancipé !",1
9786,"C'est pas vrai, c'est le con de ton dûner ? Je n'en peux plus, Juste... Je n'en peux plus... Oui !",-1
9973,"Tu vas pas débarquer chez ce type en pleine nuit sans savoir si ta femme est là-bas ! Il ne vous ouvrira pas d'abord, il est très méfiant, le Meneaux !",-1
2142,"Tu fous quoi ? Il veut pas avancer, ce con.",-1
6216,"Vous n'avez pas à vous occuper des poissons, je les ai déjà nourris.",1
4174,Je vais faire à ta fille la même chose qu'à toi.,1
1721,Qui veut des burgers et une virée au cimetière ?,0
3110,"C'est moi qui l'ai abordée, elle ne me reconnaissait pas.",0
6145,Ce regard a mis fin à l'esclavage et à la guerre de Sécession.,1
3377,On va à Chicago se faire un peu de blé.,0
9489,"Mais c'est pas un demeuré du tout, Cheval. C'est même un des meilleurs contrôleurs de la boîte.",1
230,C'est la seule partie de la boutique qui me plaisait.,1
1082,ça fait six ans que je vis dans le coin,0
3528,"Le vendeur de chapeaux, voilà un rôle à ma mesure !",0
2992,"Est-ce que Michael a la ristourne familiale, au Taco Bell?",0
6904,"Ce qui est exaltant, c'est qu'il y a plus que des mangoustes là-dedans.",1
7851,Tu ne peux pas faire que les choses soient exactement comme tu le veux.,-1
2406,Elle perd quotidiennement du sang. Et de quelle façon ?,-1
836,Mais cela ne fonctionne que si vous avez une mitraillette.,0
488,"Il a retenu l'attention des médias, mais on s'interroge toujours.",-1
6787,Dsol. Comment a va ? Comment a se passe chez Goldman Sachs ?,0
5218,"Alors tu leurs dis, ""Passe-moi les biscuits,"" ""où est ma grenade?""",0
8173,"et 10 minutes plus tard, la morale, c'est qu'il y a toujours deux visions.",0
9985,"C'est pas ce que Roussin m'a dit, lui, il m'a bien dit : ll est avec Mme Brochant. Mais pas du tout, je suis avec la femme de mon contrôleur fiscal.",-1
430,"Ma femme sous terre, ma fille au bout du monde.",1
2988,"tu as une table de nuit, une lampe, un réveille-matin.",0
6355,"Il est clair que nous manquons de place. ça, je ne discute pas.",-1
9182,"Et enfin, ta mère a rappelé pour savoir si je voulais me la taper ce soir.",0
2783,"Oui, dans notre banque, nous apprécions énormément les grandes familles.",1
8537,"Si je fixe le cadenas vraiment fort, il va s'enflammer et se mettre à fondre.",-1
7974,"Et aussi, mon prénom est exactement le même que celui de sa première femme.",1
5524,"Moi, je me rends pas compte, je suis toujours en hélico.",-1
9121,"Je te l'ai dit. Le service doit être dedans. Jaune, c'est dehors. En 21 points. Prêt?",-1
8393,"Pignon ? Lucien, je te rappelle parce que... j'ai un service à te demander.",0
962,N'oublions pas qu'il y en a plus de 800 espèces.,-1
961,Ce ficus à côté de vous n'a pas la forme.,-1
5581,Qu'est-ce que tu racontes ? Il n'y a pas de système.,-1
7051,"Mi ! Mi, mon petit chat. Mi. Mi. Si. Là, voilà. La !",1
2861,"Puis, un jour, j'ai reçu la lettre de son notaire...",-1
2576,"Chef, vous aussi, vous y croyez ? C'est insensé !",1
7393,"Il pensait à moi, il est venu me voir. Il retourne à Paris.",0
9611,"Je te l'avais pas dit ? Elle peut pas s'arrêter de bosser, même la nuit de son mariage.",0
9063,On est à 30 minutes à pied de la maison. Vous avez une autre solution ?,0
985,T'as même pas enlevé tes chaussures. Viens. Je m'en fous.,-1
9876,Je t'en prie ! Je vais rendre la bague. Jacquard comprendra très bien qu'Hubert est un malade et qu'il n'est pas responsable de ses actes.,-1
1909,"La télé, les journaux... ça fait un foin pas possible.",-1
4390,Emmène ce garçon dans la remise dans le jardin de derrière.,0
7322,"J'aime le base-ball, le cinéma, les vêtements de qualité et les voitures rapides.",1
8062,Nous sommes les hâtes ici. Et les parents ont dit qu'on devait faire quoi?,-1
8391,Elle est revenue et il l'a virée. Il l'a envoyée tout droit chez Meneaux.,-1
8445,"Justine est celle qui parle. Elle peut dire les choses les plus merveilleuses, mais...",-1
7425,"Je te l'ai dit, quand tu es avec moi, tu es avec moi.",0
3144,mais ne pas pouvoir communiquer a été le plus difficile.,-1
6187,Et où on peut le trouver? ça fait 5 ans qu'on le recherche.,0
2016,"Tu le protégeras pour moi, père? Tu veilleras sur lui?",0
6866,Plutôt que de t'entraîner dans des actes de passion sur le plancher ?,-1
7540,"Peut-être que je vous préviendrais au sujet de la vérité de ces faits,",0
4543,Ce n'est pas en se déprimant que l'on résoud les problèmes.,-1
7216,"Et nous te demandons de veiller sur nous, en cette saison de fête,",1
5255,"Avons pris la mer dans une tempête venue de nulle part,",-1
8784,"Comment, je peux pas le voir ? C'est mon fils ! Je suis pas inculpé.",-1
531,"Il y a un problème ? Non, tout va bien.",1
4085,Je ne peux rien mettre de plus. Regarde dans cette boîte.,1
7133,C'est un sentiment que tu ne peux pas expliquer et ton enfant meurt...,-1
462,Je m'entraîne pas avec un type que je connais pas.,-1
158,Je suis désolé. Je ne veux pas rater mon bus.,-1
8325,Si ! Vous avez dodeliné de votre grosse tête dans une intention inavouable !,-1
5570,Ne t'apitoie pas sur moi. Personne ne me force à rester.,-1
5869,"Avec vous, j'ai failli être incinéré, noyé et découpé en morceaux.",-1
1665,"Parfois, on fait les mauvaises choses pour les bonnes raisons.",-1
317,a lancé une vaste enquête qui a duré des mois.,-1
5112,Est-ce moi ou Draco et maman ressembler à deux personnes ...,0
7347,C'est irrésistible d'inviter un malheureux pour se moquer de lui toute la soirée.,-1
1367,"Mais Sire, nos nobles ne voudront pas quitter leur terre.",-1
8052,Qu'est-ce que tu fais ? Descends de là ! Je vais lui apprendre !,1
3597,Tu vendais pas des armes à des fous de la gâchette?,-1
927,"Et j'ai rencontré Kit. Elle est prostituée, elle m'a convaincue.",1
5102,"Toi et moi, si on animait les ""battles"" tous les deux.",1
3955,"De quelqu'un qui fera ce qu'il faut, peu importe les risques.",1
1267,J'ai trop honte que mon père t'ait fait ce plan.,-1
7650,"Il ne changea pas un seul point, une seule virgule et ne corrige pas",-1
1502,évitez de parler de tête en ce moment. Was ?,0
6174,Tu ne peux pas ! Tu n'as pas de super-force ni de super-aboiement...,-1
2298,"Non, Harry, tu dois y aller et parler à Slughorn.",-1
6218,Mais c'est une finale ! Il n'y aura peut-être pas de prochaine fois.,-1
9828,Regardez ça ! Comment voulez-vous qu'on se concentrer sur le ... prospecting ? Nom de Dieu ! C'est la bague du Hardi !,-1
2834,"Je l'ai noté, mais je n'y suis pas encore allé.",-1
2514,Surtout quand je peux refuser de servir qui je veux.,0
2186,On peut aller au bout du monde pour un ami.,1
1556,envoie au roi et à sa charmante fille des perdrix.,1
1188,"Malheureusement, je vais être obligé de vous demander de partir.",-1
3067,Et qui tire aussi très bien tous les autres jours.,1
8193,"Excusez-moi, mais, euh ... je suis un peu perdu. Vous faites du rallye ?",-1
1883,"Je rentre à la maison, c'est ça qui m'attend ?",-1
6344,Et nous vendrons la Rolls. Il nous restera toujours la Talbot de papy.,0
6896,"à l'autre bout de la cité abandonnée, les reines gardent Kip près d'elles.",0
6422,On se bourre de quiche et on boit des énormes pintes de bière.,0
7768,"Quand je pense que je suis supposée l'épouser. C'est vrai, c'est un peu décevant.",-1
6333,Tu es mon fils et tu as toujours su quelles étaient mes intentions.,1
6200,Tu veux entrer dans cette pièce et faire l'amour tout de suite ?,0
8887,"qui demande de sacrifier des enfants et joue des jeux sadiques pour tester la foi,",-1
4669,Ton père pourrait se joindre à nous dans le hall d'entraînement.,0
5999,La police est venue dans mon bureau. Ils le traitent comme un enlèvement.,-1
6430,"si j'ai été nommé ministre des anciens combattants, ce n'est pas par hasard.",-1
945,Je ne veux plus acheter votre compagnie pour la démanteler.,-1
1389,Nous ne sommes pas venus nous battre pour eux !,1
4632,Là où vont tous ceux qui n'ont pas réponse à tout.,-1
1369,"Si nous ne pouvons pas les expulser, nous les métisserons.",-1
7019,Et surtout le nom du chef qui a préparé ça pour moi !,1
7518,"César est puissant, il a fait un pacte avec les forces des ténèbres.",1
173,Maman ! Papa ! Regardez ce que j'ai fait !,1
5625,"Tête de Brique va vouloir nous tuer, Tommy, Mickey et moi.",-1
6636,Mais je ne peux pas le laisser seul. Je ne le peux pas.,-1
9004,T'es une grosse machine verte à tuer. On va faire peur à tout le monde.,-1
277,ou si vous gonflez votre marge comme tous les minables,-1
5901,Je voulais vous dire combien j'apprécie que vous donniez votre avis.,1
851,Tu as gagné. Tu as la monnaie sur 20 ?,-1
3471,Laissez-moi aller chercher Hina. C'est à mon tour de l'aider maintenant.,1
8046,"Et si on me voit ? Si Linda l'apprend ? J'ai une position, moi.",0
8906,"Pas question d'avoir ça dans ma maison, mais je t'ai trouvé quelque chose de mieux.",1
1901,Elle est au nom de ma mère. Cadeau de mariage.,1
7081,"Je n'ai pas bien saisi, euh Vous êtes le frère de Jacquard ?",0
3663,je ne pourrais plus travailler sur mes livres et mes articles.,-1
4959,"Plus tard, peut-être que nous pourrions faire une promenade en calèche?",0
2072,"C'est Ashleigh, ma petite amie, elle doit interviewer Roland Pollard,",0
9132,Je ne peux pas te dire à quel point c'est agréable d'être de retour en ville.,-1
3564,C'est une publicité ! Ce n'est pas la vraie vie !,-1
8373,"Christine ! Un dûner de cons, vous ne connaissez peut-être pas le principe ?",0
6373,On nous oblige à les acheter en caca d'oie ou en marron bordeaux.,-1
3838,mais ça importe peu car c'est ce qui nous rend vivants.,0
9592,"Je suis avec vous, M. Brochant, je suis vraiment de tout coeur avec vous. Merci beaucoup, au revoir.",1
3339,L'Empereur ne partage pas votre apprciation optimiste de la situation.,-1
1287,T'aimes te faire baiser par le roi ? J'adore !,1
6750,"Tu ne dirais pas? En ce qui concerne la peau, je veux dire.",0
4694,"Beaucoup, mais elle m'a dit de partir, et je dois obéir.",-1
1744,Un pas de la perfection. un pas de... Oh!,-1
7107,"Votre cousin de Montmirail ... serait pas un peu tsoin-tsoin, par hasard ?",-1
7183,Tant mieux parce que j'essaie pas de vous le servir. C'est la vérité.,-1
1248,"On te les a payées, tes pizzas. T'es sûre ?",0
3532,Je ne peux pas croire que je parle à une cuichette.,0
3274,C'est pour ça que vous nous avez fait regarder ?,0
9843,"O.K., j'ai fait une boulette, mais je suis pas vraiment responsable,  je vous jure. N'importe qui se serait trompé. Allez-vous-en, M. Pignon.",-1
425,J'aurais voulu être ce grand acteur charismatique dont tu rêvais.,1
8423,Je ne sais pas comment vous faites. Et je ne veux pas le savoir.,-1
5067,je me vois pas m'embarquer dans une histoire avec un dealer.,-1
1423,Je veux un foyer et des enfants et la paix.,1
7188,à part un type qui donne des cadavres à manger aux cochons ?,0
2339,"Dehors, il y a la presse, des gens en colère,",-1
7072,Et on lui pèlera le jonc Comme au Bailli du Limousin,-1
374,"Oui, tu l'as bien dit, c'est ce que je pense.",1
5847,"Eh bien, tant pis pour lui. Il a donné sa parole.",-1
8820,Il a tiré dans la jambe de sa soeur avec une carabine à air comprimé.,-1
